date,values,realtime_start,realtime_end,state,id,title,frequency_short,units_short,seasonal_adjustment_short
2017-01-01,95440.0,2024-12-20,2024-12-20,Alaska,MEHOINUSAKA672N,Real Median Household Income in Alaska,A,2023 C-CPI-U $,NSA
2018-01-01,82450.0,2024-12-20,2024-12-20,Alaska,MEHOINUSAKA672N,Real Median Household Income in Alaska,A,2023 C-CPI-U $,NSA
2019-01-01,92670.0,2024-12-20,2024-12-20,Alaska,MEHOINUSAKA672N,Real Median Household Income in Alaska,A,2023 C-CPI-U $,NSA
2020-01-01,87440.0,2024-12-20,2024-12-20,Alaska,MEHOINUSAKA672N,Real Median Household Income in Alaska,A,2023 C-CPI-U $,NSA
2021-01-01,90850.0,2024-12-20,2024-12-20,Alaska,MEHOINUSAKA672N,Real Median Household Income in Alaska,A,2023 C-CPI-U $,NSA
2022-01-01,93310.0,2024-12-20,2024-12-20,Alaska,MEHOINUSAKA672N,Real Median Household Income in Alaska,A,2023 C-CPI-U $,NSA
2023-01-01,98190.0,2024-12-20,2024-12-20,Alaska,MEHOINUSAKA672N,Real Median Household Income in Alaska,A,2023 C-CPI-U $,NSA
1984-01-01,45510.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1985-01-01,46610.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1986-01-01,47860.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1987-01-01,47750.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1988-01-01,46550.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1989-01-01,47570.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1990-01-01,49790.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1991-01-01,50080.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1992-01-01,51770.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1993-01-01,49100.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1994-01-01,52100.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1995-01-01,48640.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1996-01-01,55250.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1997-01-01,57010.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1998-01-01,63860.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1999-01-01,62540.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2000-01-01,59070.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2001-01-01,57340.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2002-01-01,60570.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2003-01-01,58790.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2004-01-01,56390.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2005-01-01,55580.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2006-01-01,55180.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2007-01-01,59840.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2008-01-01,60810.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2009-01-01,54890.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2010-01-01,55440.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2011-01-01,55940.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2012-01-01,56010.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2013-01-01,60250.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2014-01-01,53070.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2015-01-01,55920.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2016-01-01,58800.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2017-01-01,62250.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2018-01-01,59900.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2019-01-01,66430.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2020-01-01,63980.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2021-01-01,63750.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2022-01-01,62290.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
2023-01-01,60660.0,2024-12-20,2024-12-20,Alabama,MEHOINUSALA672N,Real Median Household Income in Alabama,A,2023 C-CPI-U $,NSA
1984-01-01,41210.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1985-01-01,44370.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1986-01-01,46850.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1987-01-01,45550.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1988-01-01,47070.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1989-01-01,47910.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1990-01-01,48570.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1991-01-01,48200.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1992-01-01,47900.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1993-01-01,45100.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1994-01-01,48970.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1995-01-01,48310.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1996-01-01,49450.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1997-01-01,46700.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1998-01-01,48710.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1999-01-01,51210.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2000-01-01,49520.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2001-01-01,54370.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2002-01-01,52170.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2003-01-01,50500.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2004-01-01,53850.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2005-01-01,54840.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2006-01-01,53880.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2007-01-01,57830.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2008-01-01,54130.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2009-01-01,50160.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2010-01-01,52260.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2011-01-01,54250.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2012-01-01,50280.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2013-01-01,50130.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2014-01-01,56390.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2015-01-01,53770.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2016-01-01,57170.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2017-01-01,60880.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2018-01-01,59720.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2019-01-01,64470.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2020-01-01,59400.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2021-01-01,56870.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2022-01-01,56120.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
2023-01-01,63250.0,2024-12-20,2024-12-20,Arkansas,MEHOINUSARA672N,Real Median Household Income in Arkansas,A,2023 C-CPI-U $,NSA
1984-01-01,56330.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1985-01-01,60710.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1986-01-01,63790.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1987-01-01,64720.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1988-01-01,61680.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1989-01-01,63820.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1990-01-01,62290.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1991-01-01,63220.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1992-01-01,58890.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1993-01-01,59720.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1994-01-01,59940.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1995-01-01,57750.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1996-01-01,57680.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1997-01-01,58440.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1998-01-01,65310.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1999-01-01,63820.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2000-01-01,66340.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2001-01-01,69640.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2002-01-01,64000.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2003-01-01,64960.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2004-01-01,67500.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2005-01-01,67690.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2006-01-01,67830.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2007-01-01,66930.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2008-01-01,64150.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2009-01-01,62790.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2010-01-01,63510.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2011-01-01,63860.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2012-01-01,60620.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2013-01-01,66980.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2014-01-01,61830.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2015-01-01,65640.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2016-01-01,71100.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2017-01-01,73060.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2018-01-01,74710.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2019-01-01,83540.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2020-01-01,78480.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2021-01-01,79310.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2022-01-01,76370.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
2023-01-01,82660.0,2024-12-20,2024-12-20,Arizona,MEHOINUSAZA672N,Real Median Household Income in Arizona,A,2023 C-CPI-U $,NSA
1984-01-01,66480.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1985-01-01,68600.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1986-01-01,72570.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1987-01-01,72940.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1988-01-01,70670.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1989-01-01,73780.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1990-01-01,70960.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1991-01-01,69240.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1992-01-01,70010.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1993-01-01,66700.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1994-01-01,67680.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1995-01-01,69250.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1996-01-01,70760.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1997-01-01,70850.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1998-01-01,72080.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
1999-01-01,75270.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
2000-01-01,78070.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
2001-01-01,77080.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
2002-01-01,76410.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
2003-01-01,77790.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
2004-01-01,75770.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
2005-01-01,77430.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
2006-01-01,80430.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
2007-01-01,79000.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
2008-01-01,77960.0,2024-12-20,2024-12-20,California,MEHOINUSCAA672N,Real Median Household Income in California,A,2023 C-CPI-U $,NSA
